code,name,date,open,high,low,close,volume,volume-1,volume-2,volume-3,candle,candle-1,candle-2,candle-3,ma5,dcm-ma5,ma20,dcm-ma20
225590,패션플랫폼,2020-01-03,1280,1285,1255,1265,67858,53073.0,41943.0,36945.0,0.9883,1.0119,1.0,1.0,1274.0,0.9929,1241.0,1.0193
068050,팬엔터테인먼트,2020-01-03,5240,5460,5210,5280,216247,544316.0,427960.0,206110.0,1.0076,1.0019,1.0547,1.0455,5089.0,1.0375,4826.25,1.094
222110,팬젠,2020-01-03,7690,7850,7580,7790,8752,14915.0,8342.0,4306.0,1.013,0.9897,1.0065,0.9974,7742.0,1.0062,7972.5,0.9771
251970,펌텍코리아,2020-01-03,18300,19350,18300,19250,98681,23728.0,24595.0,45888.0,1.0519,0.9946,1.0138,0.9892,18600.0,1.0349,18362.5,1.0483
093380,풍강,2020-01-03,3155,3235,3155,3195,58339,134381.0,46357.0,28871.0,1.0127,1.0274,1.0113,0.9968,3147.0,1.0153,3119.0,1.0244
002230,피에스텍,2020-01-03,4045,4045,3955,4020,6247,9580.0,4326.0,19408.0,0.9938,0.9988,1.005,1.0,4029.0,0.9978,3993.25,1.0067
062970,피피아이,2020-01-03,13100,14800,12650,13250,7506403,5977980.0,1046410.0,1728638.0,1.0115,1.2689,1.0104,1.0,10958.0,1.2092,,
067310,하나마이크론,2020-01-03,5620,5730,5380,5460,858407,502160.0,527198.0,863193.0,0.9715,0.9857,0.9947,1.039,5510.0,0.9909,5272.0,1.0357
013030,하이록코리아,2020-01-03,18350,18400,17550,17550,37486,30733.0,16010.0,23219.0,0.9564,0.9682,1.035,1.0106,18640.0,0.9415,17820.0,0.9848
039340,한국경제TV,2020-01-03,4700,4750,4640,4700,32754,48109.0,37341.0,44757.0,1.0,0.9926,0.9874,1.0,4719.0,0.996,4593.75,1.0231
318000,한국바이오젠,2020-01-03,6870,6940,6670,6700,188344,116950.0,105910.0,181312.0,0.9753,1.0117,1.021,0.9955,6736.0,0.9947,6830.0,0.981
256840,한국비엔씨,2020-01-03,1795,1810,1745,1770,318509,308920.0,294687.0,260886.0,0.9861,1.0319,0.9691,1.0085,1760.0,1.0057,1755.0,1.0085
017890,한국알콜,2020-01-03,7550,7720,7540,7550,75845,82149.0,82585.0,78352.0,1.0,1.004,0.996,0.9987,7546.0,1.0005,7395.5,1.0209
080720,한국유니온제약,2020-01-03,13900,14200,13850,14100,71020,51764.0,80891.0,79248.0,1.0144,0.9893,1.0036,1.0109,13900.0,1.0144,13325.0,1.0582
025770,한국정보통신,2020-01-03,6980,6980,6890,6950,27899,35468.0,33572.0,49452.0,0.9957,1.0131,1.0073,1.0015,6850.0,1.0146,7084.5,0.981
037230,한국팩키지,2020-01-03,2235,2260,2190,2210,144261,224078.0,203588.0,185392.0,0.9888,1.0229,1.0212,1.0024,2171.0,1.018,2162.5,1.022
030520,한글과컴퓨터,2020-01-03,10200,10250,10100,10100,52313,75227.0,59620.0,106323.0,0.9902,1.0,1.0,0.995,10070.0,1.003,10044.5,1.0055
002680,한탑,2020-01-03,1940,1990,1900,1920,37404,38652.0,14220.0,5690.0,0.9897,1.0131,1.0158,1.008,1909.0,1.0058,1938.25,0.9906
170030,현대공업,2020-01-03,3035,3060,3010,3030,48479,31518.0,26711.0,35619.0,0.9984,1.005,0.9902,1.01,3042.0,0.9961,3054.25,0.9921
011080,형지I&C,2020-01-03,600,610,597,604,40153,37646.0,57668.0,20652.0,1.0067,0.9917,1.0,1.01,601.0,1.005,603.25,1.0012
086250,화신테크,2020-01-03,5980,6630,5580,5970,6833897,6611960.0,6053484.0,10989177.0,0.9983,0.9983,1.1304,0.8861,5288.0,1.129,3161.5,1.8883
028080,휴맥스홀딩스,2020-01-03,3700,3720,3490,3535,118877,553327.0,5911.0,768.0,0.9554,1.1378,0.9968,1.008,3325.0,1.0632,3150.25,1.1221
112190,KC산업,2020-01-03,2600,2795,2600,2605,310,7.0,20.0,701.0,1.0019,0.9043,1.0,1.0609,2679.0,0.9724,2578.25,1.0104
329050,구스앤홈,2020-01-03,15800,15800,12850,12850,2,1.0,0.0,100.0,0.8133,1.0,1.0,1.0,12660.0,1.015,12112.5,1.0609
317860,노드메이슨,2020-01-03,7500,7500,7500,7500,1000,10.0,1300.0,2050.0,1.0,1.0,1.0155,0.9688,6720.0,1.1161,,
229500,노브메타파마,2020-01-03,44000,44600,43000,43500,3757,5296.0,7499.0,8879.0,0.9886,1.0034,1.0,1.0616,41330.0,1.0525,39532.5,1.1004
086080,다이노나,2020-01-03,6000,6200,5990,6050,32359,29955.0,54408.0,4998.0,1.0083,1.1115,1.0612,1.0473,5325.0,1.1362,6311.75,0.9585
176750,듀켐바이오,2020-01-03,9850,9850,9310,9450,4169,7672.0,9669.0,11280.0,0.9594,1.0,1.0011,0.98,9440.0,1.0011,9517.0,0.993
200350,래몽래인,2020-01-03,5400,5400,4505,4510,2112,12.0,19.0,5533.0,0.8352,1.0173,1.0,0.859,5220.0,0.864,5215.25,0.8648
148780,비플라이소프트,2020-01-03,1800,1800,1800,1800,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1815.0,0.9917,1823.0,0.9874
217320,썬테크,2020-01-03,10000,10000,10000,10000,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10000.0,1.0,10000.0,1.0
044990,에이치엔에스하이텍,2020-01-03,4700,4700,4700,4700,15,135.0,120.0,0.0,1.0,1.0,1.0,1.0,4250.0,1.1059,4027.5,1.167
065370,위세아이텍,2020-01-03,15150,15200,14800,15100,11348,12910.0,14187.0,13892.0,0.9967,1.0204,1.0741,1.0266,14250.0,1.0596,12207.5,1.2369
337840,유엑스엔,2020-01-03,10350,10350,8600,9900,334,1407.0,1401.0,4935.0,0.9565,0.9609,0.9799,1.0068,8410.0,1.1772,7784.5,1.2718
279060,이노벡스,2020-01-03,1350,1350,1350,1350,800,336.0,2559.0,0.0,1.0,0.9929,0.9481,1.0,1284.0,1.0514,1255.75,1.0751
225220,제놀루션,2020-01-03,7230,7230,7230,7230,0,0.0,77.0,6.0,1.0,1.0,1.0,0.9986,7240.0,0.9986,6911.0,1.0462
308700,테크엔,2020-01-03,2200,2200,2010,2010,11,0.0,1001.0,500.0,0.9136,1.0,1.0711,1.0,2038.0,0.9863,2094.0,0.9599
222670,플럼라인생명과학,2020-01-03,8790,8790,8400,8730,5496,1034.0,2422.0,20.0,0.9932,1.0176,1.0241,0.9954,8684.0,1.0053,8569.5,1.0187
284420,휴럼,2020-01-03,9590,9590,9590,9590,0,0.0,357.0,100.0,1.0,1.0,1.1282,1.0,9114.0,1.0522,8373.5,1.1453
027410,BGF,2020-01-03,5590,5630,5510,5560,117418,119121.0,140274.0,90911.0,0.9946,0.9874,1.0,1.009,5568.0,0.9986,5454.5,1.0193
001040,CJ,2020-01-03,93800,94500,92100,92600,76413,67838.0,43556.0,59199.0,0.9872,0.971,0.9959,1.0105,95280.0,0.9719,94790.0,0.9769
012630,HDC,2020-01-03,10950,11050,10750,10800,291276,200032.0,203359.0,224483.0,0.9863,0.9909,1.0045,0.9955,10960.0,0.9854,10847.5,0.9956
294870,HDC현대산업개발,2020-01-03,25500,25750,25200,25250,208936,155983.0,145071.0,186630.0,0.9902,0.9961,0.9865,0.9961,25610.0,0.9859,26082.5,0.9681
025000,KPX케미칼,2020-01-03,55200,55200,54700,55000,1625,1776.0,1600.0,2474.0,0.9964,0.9874,1.0,0.9789,55700.0,0.9874,56575.0,0.9722
001120,LG상사,2020-01-03,15050,15250,15000,15050,158703,155495.0,106362.0,108222.0,1.0,0.9967,1.0033,1.0101,14990.0,1.004,14877.5,1.0116
023150,MH에탄올,2020-01-03,6030,6170,6020,6060,4247,7467.0,1431.0,13260.0,1.005,0.9885,0.9935,1.0148,6144.0,0.9863,6163.5,0.9832
034120,SBS,2020-01-03,21400,21750,20550,21050,86339,149975.0,72385.0,71143.0,0.9836,1.0388,1.0323,0.995,20610.0,1.0213,19595.0,1.0743
101060,SBS미디어홀딩스,2020-01-03,2090,2090,2050,2065,59505,130551.0,57620.0,102415.0,0.988,1.0122,0.9951,1.0049,2058.0,1.0034,2006.25,1.0293
017670,SK텔레콤,2020-01-03,234500,235500,231500,234000,262033,265743.0,96960.0,302632.0,0.9979,0.9811,0.9958,0.9937,237600.0,0.9848,240025.0,0.9749
037270,YG PLUS,2020-01-03,1375,1390,1355,1360,762725,2130004.0,14002336.0,152223.0,0.9891,1.0109,1.0661,1.0238,1336.0,1.018,1323.5,1.0276
035250,강원랜드,2020-01-03,29500,29500,29050,29150,255963,225430.0,160145.0,318395.0,0.9881,0.9882,0.9933,0.9966,29650.0,0.9831,29777.5,0.9789
004200,고려개발,2020-01-03,8700,8700,8380,8430,8437,22637.0,5140.0,9996.0,0.969,1.0296,0.9988,0.9941,8472.0,0.995,8698.0,0.9692
005320,국동,2020-01-03,1265,1315,1255,1265,292083,278475.0,160983.0,226844.0,1.0,1.0243,0.992,1.0207,1240.0,1.0202,1228.0,1.0301
002720,국제약품,2020-01-03,4770,4795,4685,4770,355092,247745.0,257101.0,95367.0,1.0,1.0064,1.0255,1.0101,4618.0,1.0329,4535.0,1.0518
001570,금양,2020-01-03,2350,2610,2340,2510,2422637,416640.0,2604758.0,145580.0,1.0681,0.9874,1.0787,0.9785,2366.0,1.0609,2413.0,1.0402
214330,금호에이치티,2020-01-03,5840,5960,5630,5740,788404,1550212.0,7491498.0,9092331.0,0.9829,0.9797,1.0463,1.0365,5566.0,1.0313,5473.75,1.0486
002070,남영비비안,2020-01-03,20800,21200,20200,20300,83839,43602.0,86605.0,198305.0,0.976,1.0073,0.967,1.0142,20800.0,0.976,20107.5,1.0096
002350,넥센타이어,2020-01-03,8950,8990,8860,8950,96994,132973.0,64208.0,84936.0,1.0,0.9889,0.9935,1.0145,9038.0,0.9903,9016.5,0.9926
251270,넷마블,2020-01-03,91500,92200,90300,90600,157405,150304.0,171933.0,160256.0,0.9902,0.9794,1.0199,1.0067,90780.0,0.998,89610.0,1.011
005250,녹십자홀딩스,2020-01-03,21950,22050,21450,21500,61848,35127.0,27516.0,52412.0,0.9795,0.9909,1.0114,1.0139,21940.0,0.9799,21627.5,0.9941
072710,농심홀딩스,2020-01-03,79400,79600,78700,79500,1945,3103.0,307.0,561.0,1.0013,1.0038,1.0013,1.0116,78800.0,1.0089,76040.0,1.0455
058730,다스코,2020-01-03,7050,7110,6870,6900,283811,276882.0,206536.0,359915.0,0.9787,1.0057,1.0102,1.0132,6930.0,0.9957,6718.5,1.027
069620,대웅제약,2020-01-03,137000,137500,134000,135500,24541,26182.0,19752.0,21541.0,0.9891,0.9927,1.0073,1.0188,135800.0,0.9978,132850.0,1.0199
006650,대한유화,2020-01-03,116000,117500,114000,114000,28350,21009.0,21798.0,22207.0,0.9828,0.9915,0.9958,0.9875,117500.0,0.9702,118125.0,0.9651
192080,더블유게임즈,2020-01-03,49800,50400,49650,50100,65884,61237.0,43771.0,70910.0,1.006,0.996,1.0091,1.0248,49520.0,1.0117,47990.0,1.044
012510,더존비즈온,2020-01-03,80700,81800,78200,79700,116624,38463.0,117618.0,47894.0,0.9876,0.9951,1.0025,1.0038,80180.0,0.994,75490.0,1.0558
004830,덕성,2020-01-03,2925,2975,2925,2940,47823,20501.0,26393.0,25625.0,1.0051,1.0069,1.0086,1.0035,2917.0,1.0079,2890.5,1.0171
016380,동부제철,2020-01-03,7730,7820,7520,7700,61253,58776.0,384404.0,54380.0,0.9961,0.9772,0.9286,1.0069,7574.0,1.0166,7398.5,1.0408
026960,동서,2020-01-03,16850,16950,16700,16750,116552,171253.0,141784.0,120262.0,0.9941,0.9682,0.9858,0.9972,17360.0,0.9649,17657.5,0.9486
006040,동원산업,2020-01-03,213000,222000,211500,220000,5273,2893.0,1085.0,1399.0,1.0329,1.0,1.0217,1.0,212800.0,1.0338,208775.0,1.0538
336260,두산퓨얼셀,2020-01-03,8890,8920,8650,8690,948080,870477.0,3188245.0,2194215.0,0.9775,0.9966,1.0046,1.03,8614.0,1.0088,8271.0,1.0507
003160,디아이,2020-01-03,3560,3595,3475,3495,480320,615930.0,1050375.0,5386027.0,0.9817,1.0171,0.9971,1.1094,3437.0,1.0169,3120.75,1.1199
013570,디와이,2020-01-03,5710,5890,5700,5760,127930,65022.0,70923.0,86349.0,1.0088,1.0088,0.9929,0.9878,5698.0,1.0109,5631.0,1.0229
007340,디티알오토모티브,2020-01-03,29600,29600,29250,29300,2461,5298.0,2320.0,7080.0,0.9899,0.9932,1.0,1.0,29390.0,0.9969,29575.0,0.9907
026890,디피씨,2020-01-03,5400,5470,5340,5380,809497,925477.0,474280.0,410403.0,0.9963,1.0368,1.0098,1.0407,5200.0,1.0346,5092.75,1.0564
004000,롯데정밀화학,2020-01-03,44600,44650,43800,43900,54380,67681.0,41395.0,60358.0,0.9843,0.9778,0.9989,0.9836,44880.0,0.9782,44792.5,0.9801
088980,맥쿼리인프라,2020-01-03,11650,11700,11600,11650,447760,941567.0,582960.0,1344075.0,1.0,1.0043,0.9957,1.0,11690.0,0.9966,11882.5,0.9804
090370,메타랩스,2020-01-03,1360,1390,1340,1380,442871,287232.0,215627.0,242704.0,1.0147,1.0386,0.9962,1.0195,1327.0,1.0399,1341.0,1.0291
017180,명문제약,2020-01-03,4940,5030,4885,4960,340068,251700.0,232934.0,103097.0,1.004,1.0061,1.0285,1.0139,4838.0,1.0252,4785.5,1.0365
009680,모토닉,2020-01-03,8900,9080,8900,9000,45321,18429.0,16970.0,30259.0,1.0112,1.0079,1.0114,0.9977,8884.0,1.0131,8772.0,1.026
134380,미원화학,2020-01-03,44600,45400,44600,45000,123,179.0,642.0,106.0,1.009,1.0011,0.9802,0.9913,45120.0,0.9973,44642.5,1.008
096300,베트남개발1,2020-01-03,358,358,355,357,19815,62624.0,56461.0,129258.0,0.9972,1.0113,0.9944,1.0,356.4,1.0017,352.45,1.0129
005180,빙그레,2020-01-03,56400,57800,56300,57500,31220,18035.0,21365.0,12607.0,1.0195,1.009,1.009,1.0073,56160.0,1.0239,54875.0,1.0478
018260,삼성에스디에스,2020-01-03,193500,195000,191500,192500,66437,59743.0,57007.0,81480.0,0.9948,0.9871,0.9898,1.0077,193800.0,0.9933,194675.0,0.9888
010140,삼성중공업,2020-01-03,7280,7350,7220,7240,2496720,1626645.0,2104892.0,1979700.0,0.9945,0.9931,1.0097,1.017,7190.0,1.007,7078.5,1.0228
016360,삼성증권,2020-01-03,38000,38500,37850,38100,266890,187682.0,216118.0,337641.0,1.0026,0.9806,0.9809,1.0051,38650.0,0.9858,37925.0,1.0046
002170,삼양통상,2020-01-03,60600,61000,59600,60000,2791,3306.0,3467.0,3396.0,0.9901,1.0066,1.017,1.012,59520.0,1.0081,60340.0,0.9944
002810,삼영무역,2020-01-03,16450,16650,16200,16600,17033,22628.0,9361.0,16220.0,1.0091,1.0346,0.9907,0.9938,16180.0,1.026,15492.6,1.0715
009770,삼정펄프,2020-01-03,32750,33000,32100,32900,344,265.0,578.0,263.0,1.0046,0.997,1.0077,1.0156,32660.0,1.0073,32352.5,1.0169
248170,샘표식품,2020-01-03,35550,35700,34750,35050,14617,20045.0,13020.0,12539.0,0.9859,1.0335,0.9884,1.0044,34470.0,1.0168,34042.5,1.0296
003080,성보화학,2020-01-03,4485,4485,4445,4465,6898,7324.0,8522.0,7357.0,0.9955,1.0079,1.0022,0.9911,4474.0,0.998,4549.0,0.9815
306200,세아제강,2020-01-03,59800,66500,59300,60400,6606,5520.0,812.0,4496.0,1.01,0.9819,0.9823,1.0,60960.0,0.9908,61060.0,0.9892
308170,센트랄모텍,2020-01-03,18800,24700,18650,24700,4223766,5946676.0,650606.0,470550.0,1.3138,1.2063,1.0294,0.9839,18010.0,1.3715,15315.0,1.6128
004430,송원산업,2020-01-03,15600,15600,15150,15250,147770,83195.0,98144.0,77665.0,0.9776,0.9968,1.013,1.0166,15380.0,0.9915,15287.5,0.9975
031440,신세계푸드,2020-01-03,71400,71600,70900,71200,2995,4481.0,1702.0,2852.0,0.9972,1.0128,0.9986,1.0159,70500.0,1.0099,69070.0,1.0308
001720,신영증권,2020-01-03,54200,55400,54200,54800,1508,666.0,4253.0,4954.0,1.0111,1.0055,1.0018,1.0112,54540.0,1.0048,54055.0,1.0138
001770,신화실업,2020-01-03,21350,21700,21300,21500,6423,4257.0,3522.0,10834.0,1.007,1.0023,1.007,1.0264,21350.0,1.007,21217.5,1.0133
102280,쌍방울,2020-01-03,1110,1110,1075,1080,924428,921692.0,661489.0,1397023.0,0.973,1.0046,1.0046,1.0093,1088.0,0.9926,1060.75,1.0181
183190,아세아시멘트,2020-01-03,75900,75900,74600,75500,5799,2086.0,1598.0,759.0,0.9947,0.9987,0.9961,1.0,76020.0,0.9932,76145.0,0.9915
161000,애경유화,2020-01-03,8250,8590,8230,8380,322134,130631.0,131468.0,237300.0,1.0158,1.0049,1.0061,0.9951,8242.0,1.0167,8129.5,1.0308
298690,에어부산,2020-01-03,5750,5860,5740,5820,435971,604450.0,767106.0,1119104.0,1.0122,0.9846,0.9752,0.9821,5930.0,0.9815,6221.5,0.9355
138250,엔에스쇼핑,2020-01-03,9610,9700,9450,9560,14973,16780.0,31233.0,29378.0,0.9948,1.0169,1.0075,1.0163,9456.0,1.011,9422.5,1.0146
181710,엔에이치엔,2020-01-03,65900,67600,65600,65800,55098,33741.0,54421.0,49608.0,0.9985,0.9895,1.0214,1.0046,65660.0,1.0021,66050.0,0.9962
000910,유니온,2020-01-03,4040,4075,3990,3990,58424,46615.0,47424.0,35280.0,0.9876,1.0025,1.0114,0.9987,3998.0,0.998,3977.5,1.0031
011330,유니켐,2020-01-03,1850,1885,1835,1880,269689,234948.0,237256.0,192741.0,1.0162,1.0138,0.9918,1.0083,1832.0,1.0262,1856.0,1.0129
001200,유진증권,2020-01-03,2285,2345,2285,2325,302199,124908.0,106615.0,213436.0,1.0175,1.0044,1.0,1.0,2306.0,1.0082,2252.5,1.0322
003460,유화증권,2020-01-03,12550,12550,12150,12400,2027,2688.0,522.0,3316.0,0.988,1.0203,0.9802,1.004,12550.0,0.988,12780.0,0.9703
003120,일성신약,2020-01-03,81900,82400,81900,82200,664,215.0,60.0,73.0,1.0037,0.9891,1.0024,1.0012,82100.0,1.0012,82480.0,0.9966
194370,제이에스코퍼레이션,2020-01-03,12950,13100,12850,13050,18824,14699.0,9155.0,6294.0,1.0077,1.0159,1.008,1.004,12660.0,1.0308,12240.0,1.0662
001550,조비,2020-01-03,15500,15600,15350,15450,12423,12517.0,14103.0,12723.0,0.9968,1.0065,1.02,1.0134,15240.0,1.0138,15222.5,1.0149
063160,종근당바이오,2020-01-03,30550,30550,29800,30150,22691,50039.0,15310.0,20662.0,0.9869,1.0427,1.0103,1.0157,29590.0,1.0189,28363.15,1.063
001630,종근당홀딩스,2020-01-03,101500,101500,97700,97800,33693,20763.0,17621.0,34926.0,0.9635,1.005,1.0,1.016,100240.0,0.9757,99345.0,0.9844
010580,지코,2020-01-03,827,869,823,840,772679,354854.0,452303.0,274934.0,1.0157,0.9835,1.0207,1.0,834.4,1.0067,873.1,0.9621
051630,진양화학,2020-01-03,4855,5250,4760,4860,1314038,483805.0,81012.0,143266.0,1.001,1.0397,1.0356,0.989,4688.0,1.0367,4816.75,1.009
145270,케이탑리츠,2020-01-03,951,965,942,965,497019,391136.0,279211.0,1021005.0,1.0147,0.9937,1.0053,1.0127,955.6,1.0098,923.15,1.0453
044820,코스맥스비티아이,2020-01-03,14450,14550,14150,14250,21945,33244.0,11361.0,7377.0,0.9862,1.0517,1.0113,1.0,13760.0,1.0356,13267.5,1.0741
005070,코스모신소재,2020-01-03,9810,9880,9300,9420,1473184,1709963.0,1486832.0,657409.0,0.9602,1.0674,1.0373,1.0455,8894.0,1.0591,8435.5,1.1167
007980,태평양물산,2020-01-03,2630,2665,2615,2650,126951,51096.0,31099.0,81358.0,1.0076,0.9869,1.0038,1.0,2651.0,0.9996,2604.75,1.0174
078000,텔코웨어,2020-01-03,13600,13600,13300,13400,9783,11152.0,12000.0,22103.0,0.9853,1.0,0.9963,0.9889,13480.0,0.9941,13737.5,0.9754
004870,티웨이홀딩스,2020-01-03,1730,1755,1725,1735,317809,198857.0,236173.0,1014706.0,1.0029,0.9971,0.9971,1.0234,1736.0,0.9994,1709.5,1.0149
036580,팜스코,2020-01-03,4580,4660,4565,4585,44548,60179.0,61950.0,132772.0,1.0011,1.0132,1.0166,0.9849,4598.0,0.9972,4449.0,1.0306
016800,퍼시스,2020-01-03,29350,29550,29250,29350,1837,4512.0,640.0,3354.0,1.0,1.0051,1.0034,0.9899,29530.0,0.9939,29642.5,0.9901
005810,풍산홀딩스,2020-01-03,33700,33900,33350,33800,3045,3476.0,2069.0,3386.0,1.003,0.9926,0.9985,1.0413,33920.0,0.9965,33977.5,0.9948
099340,하나니켈1호,2020-01-03,445,449,442,447,86118,52891.0,75218.0,15069.0,1.0045,1.0023,0.9978,1.0022,445.2,1.004,443.95,1.0069
071090,하이스틸,2020-01-03,19100,19100,18900,19000,6371,9088.0,3375.0,2709.0,0.9948,0.9974,1.0,1.0157,19230.0,0.988,19372.5,0.9808
005430,한국공항,2020-01-03,44550,45150,44200,44450,1517,3678.0,9148.0,8417.0,0.9978,0.9967,0.9826,1.0067,44710.0,0.9942,43352.5,1.0253
004090,한국석유공업,2020-01-03,102000,127500,99900,114500,245509,1764.0,2013.0,1156.0,1.1225,0.9854,1.0197,1.0248,105000.0,1.0905,102490.0,1.1172
002200,한국수출포장공업,2020-01-03,20150,20350,20150,20300,3525,5036.0,1862.0,1718.0,1.0074,1.0228,0.99,1.0025,20110.0,1.0094,19592.5,1.0361
123890,한국자산신탁,2020-01-03,3345,3345,3255,3265,178324,96286.0,114383.0,454316.0,0.9761,0.9985,0.9839,0.9783,3401.0,0.96,3338.55,0.978
025890,한국주강,2020-01-03,1890,1915,1820,1870,28463,22264.0,37511.0,11161.0,0.9894,0.9894,0.9817,1.0105,1892.0,0.9884,1911.25,0.9784
024720,한국콜마홀딩스,2020-01-03,23450,23850,22750,22950,95142,81396.0,58425.0,109303.0,0.9787,1.0355,1.0112,1.0231,22490.0,1.0205,21310.0,1.077
009240,한샘,2020-01-03,66700,70800,66700,69400,308505,258851.0,161180.0,56485.0,1.0405,1.0672,0.992,1.0097,64720.0,1.0723,62540.0,1.1097
020000,한섬,2020-01-03,31550,31750,31100,31600,52771,36187.0,39405.0,95283.0,1.0016,0.9921,1.026,0.9968,31280.0,1.0102,31037.5,1.0181
004150,한솔홀딩스,2020-01-03,3870,3900,3870,3895,68481,111419.0,79081.0,44002.0,1.0065,0.9848,0.9975,1.0038,3916.0,0.9946,3977.75,0.9792
011700,한신기계공업,2020-01-03,1695,1720,1685,1695,263813,171427.0,102722.0,109516.0,1.0,1.006,0.994,1.003,1676.0,1.0113,1645.75,1.0299
097230,한진중공업,2020-01-03,5110,5110,5010,5080,41949,82211.0,75821.0,106706.0,0.9941,1.013,1.003,1.0186,4986.0,1.0189,4804.25,1.0574
012450,한화에어로스페이스,2020-01-03,34700,35050,34450,34850,206264,163331.0,229919.0,176411.0,1.0043,0.983,1.0057,1.0175,34780.0,1.002,36075.0,0.966
005440,현대그린푸드,2020-01-03,11750,11900,11500,11550,131961,122167.0,85024.0,168823.0,0.983,0.9873,1.0172,1.0043,11690.0,0.988,11727.5,0.9849
094280,효성 ITX,2020-01-03,16600,16600,15950,16300,31829,44453.0,46436.0,51294.0,0.9819,0.9763,0.994,1.0181,16680.0,0.9772,15777.5,1.0331
298000,효성화학,2020-01-03,145500,145500,139000,140000,20547,8210.0,4824.0,7554.0,0.9622,0.9966,0.9863,1.0034,144300.0,0.9702,142250.0,0.9842
005870,휴니드테크놀러지스,2020-01-03,7390,7400,7320,7350,39229,60800.0,52122.0,52713.0,0.9946,1.0055,1.0069,1.007,7268.0,1.0113,7297.5,1.0072
211270,AP위성,2020-01-03,7000,7120,6930,7100,19599,13484.0,52755.0,19524.0,1.0143,0.9929,1.0248,1.0134,6918.0,1.0263,6627.0,1.0714
322780,DB금융스팩7호,2020-01-03,2025,2025,2015,2020,2208,4480.0,8617.0,22560.0,0.9975,0.9975,0.9975,1.005,2017.0,1.0015,2040.0,0.9902
299170,IBKS제10호스팩,2020-01-03,2035,2035,2030,2035,13023,31487.0,2094.0,10929.0,1.0,0.9951,1.0,0.9952,2042.0,0.9966,2053.5,0.991
950170,JTC,2020-01-03,8970,9060,8850,8910,271590,353222.0,291539.0,96933.0,0.9933,1.03,1.0566,1.0199,8524.0,1.0453,8039.5,1.1083
021320,KCC건설,2020-01-03,6470,6480,6360,6440,16499,20808.0,12880.0,5740.0,0.9954,0.9954,0.9939,1.0046,6488.0,0.9926,6420.0,1.0031
036670,KCI,2020-01-03,10600,10850,10550,10700,34981,49979.0,105653.0,31291.0,1.0094,0.977,1.0534,1.0049,10540.0,1.0152,10402.5,1.0286
151860,KG ETS,2020-01-03,3325,3360,3300,3350,155447,87684.0,115374.0,146187.0,1.0075,0.991,0.9881,1.0091,3345.0,1.0015,3313.5,1.011
104200,NHN벅스,2020-01-03,5610,5630,5510,5580,12006,9796.0,17260.0,19533.0,0.9947,0.9929,1.0217,1.0036,5572.0,1.0014,5431.0,1.0274
184230,SGA솔루션즈,2020-01-03,1155,1170,1150,1160,74123,199123.0,182249.0,32544.0,1.0043,1.0,1.0312,1.018,1142.0,1.0158,1174.0,0.9881
178920,SKC코오롱PI,2020-01-03,35200,36100,34900,35200,315618,139686.0,116148.0,195931.0,1.0,0.9858,1.0,1.0264,34780.0,1.0121,33860.0,1.0396
052260,SK바이오랜드,2020-01-03,22700,23050,22050,22050,1234915,3035678.0,669656.0,623301.0,0.9714,1.0514,0.9883,1.0218,21470.0,1.027,20580.0,1.0714
289080,SV인베스트먼트,2020-01-03,1895,1895,1855,1875,433832,438112.0,315461.0,450817.0,0.9894,1.0107,1.0054,1.0304,1859.0,1.0086,1889.25,0.9925
063080,게임빌,2020-01-03,29500,30000,29500,29750,18074,24874.0,18394.0,23195.0,1.0085,0.9818,1.0134,1.0135,29890.0,0.9953,30615.0,0.9717
053950,경남제약,2020-01-03,9750,10100,9410,9490,1035210,533142.0,916955.0,2157487.0,0.9733,0.9463,0.9431,1.0309,9868.0,0.9617,10060.5,0.9433
024910,경창산업,2020-01-03,1290,1330,1210,1265,90624,69600.0,57907.0,74817.0,0.9806,1.0078,1.0079,1.0079,1275.0,0.9922,1280.5,0.9879
121440,골프존뉴딘홀딩스,2020-01-03,3525,3540,3505,3520,16355,50751.0,34553.0,17742.0,0.9986,0.9986,1.0071,1.0215,3541.0,0.9941,3601.0,0.9775
331520,교보9호스팩,2020-01-03,2040,2040,2010,2040,102,17.0,35981.0,0.0,1.0,1.0,1.0149,1.0,2030.0,1.0049,2023.25,1.0083
204020,그리티,2020-01-03,2850,2865,2765,2785,143806,125319.0,222020.0,138098.0,0.9772,1.0162,1.0182,1.0337,2777.0,1.0029,2708.25,1.0283
049080,기가레인,2020-01-03,1555,1585,1530,1560,353647,1027251.0,185183.0,215471.0,1.0032,1.03,1.0,1.028,1497.0,1.0421,1454.0,1.0729
121600,나노신소재,2020-01-03,16850,17300,16850,17000,79529,43943.0,46141.0,119977.0,1.0089,1.009,0.9911,1.0705,16570.0,1.026,15902.5,1.069
082660,나인컴플렉스,2020-01-03,1865,1900,1840,1880,311349,285469.0,122761.0,414290.0,1.008,1.0,0.9919,1.0192,1846.0,1.0184,1965.75,0.9564
111710,남화산업,2020-01-03,14750,14750,14300,14450,233244,418407.0,245747.0,602613.0,0.9797,1.0068,1.025,1.0143,14280.0,1.0119,13767.5,1.0496
